id,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,outcome
13368,45,blue-collar,married,basic.4y,no,no,no,cellular,may,tue,77,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13369,28,management,single,university.degree,no,yes,no,cellular,may,tue,245,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13370,42,blue-collar,single,basic.6y,no,no,no,cellular,may,tue,482,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13371,42,blue-collar,married,basic.4y,no,no,no,cellular,may,tue,56,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13372,49,blue-collar,married,basic.6y,unknown,no,yes,cellular,may,tue,354,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13373,29,blue-collar,single,basic.9y,no,yes,no,cellular,may,tue,396,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13374,32,admin.,married,university.degree,no,yes,no,cellular,may,tue,136,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13375,50,entrepreneur,married,university.degree,no,no,no,cellular,may,tue,549,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13376,30,admin.,single,basic.9y,no,no,no,cellular,may,tue,17,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13377,42,blue-collar,married,basic.4y,no,yes,no,cellular,may,tue,439,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13378,43,blue-collar,single,high.school,unknown,yes,no,cellular,may,tue,107,3,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13379,41,management,married,university.degree,no,unknown,unknown,cellular,may,tue,369,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13380,31,unemployed,married,professional.course,no,unknown,unknown,cellular,may,tue,356,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13381,28,services,single,high.school,no,no,no,cellular,may,tue,561,4,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13382,28,admin.,single,basic.9y,no,no,yes,cellular,may,tue,175,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13383,48,blue-collar,married,basic.9y,no,no,no,cellular,may,tue,309,1,10,1,success,-1.8,92.893,-46.2,1.291,5099.1,yes
13384,54,retired,divorced,professional.course,no,yes,no,telephone,may,tue,139,3,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13385,34,services,married,high.school,unknown,no,no,cellular,may,tue,148,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13386,55,admin.,married,high.school,unknown,yes,no,cellular,may,tue,139,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13387,28,admin.,single,basic.9y,no,no,yes,cellular,may,tue,549,1,10,1,success,-1.8,92.893,-46.2,1.291,5099.1,yes
13388,36,blue-collar,married,basic.9y,no,no,no,cellular,may,tue,395,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13389,29,blue-collar,married,high.school,no,yes,yes,cellular,may,tue,145,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13390,23,blue-collar,single,basic.9y,no,yes,no,cellular,may,tue,119,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13391,26,blue-collar,married,basic.4y,no,yes,no,cellular,may,tue,88,2,6,1,success,-1.8,92.893,-46.2,1.291,5099.1,no
13392,43,management,married,basic.6y,unknown,yes,no,cellular,may,tue,463,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13393,55,admin.,married,high.school,unknown,yes,no,cellular,may,tue,232,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13394,29,admin.,married,high.school,no,yes,no,cellular,may,tue,57,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13395,39,blue-collar,married,basic.4y,no,no,yes,cellular,may,tue,300,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13396,42,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,tue,83,5,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13397,31,technician,single,professional.course,no,no,no,cellular,may,tue,200,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13398,33,blue-collar,single,basic.4y,no,unknown,unknown,cellular,may,tue,225,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13399,39,technician,single,professional.course,no,no,no,cellular,may,tue,844,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,yes
13400,32,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,293,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13401,33,services,divorced,high.school,no,no,no,cellular,may,tue,262,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13402,36,admin.,married,high.school,no,yes,no,cellular,may,tue,137,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13403,59,housemaid,divorced,basic.6y,unknown,yes,no,cellular,may,tue,130,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13404,28,blue-collar,single,basic.6y,unknown,yes,no,cellular,may,tue,387,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13405,32,technician,single,university.degree,no,yes,no,cellular,may,tue,211,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13406,37,technician,single,university.degree,no,no,yes,cellular,may,tue,246,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13407,39,blue-collar,single,basic.6y,no,yes,no,cellular,may,tue,357,1,999,2,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13408,37,technician,single,university.degree,no,yes,no,cellular,may,tue,322,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13409,33,services,married,basic.9y,no,no,no,cellular,may,tue,584,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13410,27,self-employed,married,university.degree,no,yes,no,cellular,may,tue,240,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13411,31,admin.,single,university.degree,no,yes,no,cellular,may,tue,374,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13412,44,unemployed,married,high.school,no,yes,no,cellular,may,tue,215,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13413,31,blue-collar,single,basic.9y,no,yes,no,cellular,may,tue,22,8,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13414,41,blue-collar,married,basic.6y,no,yes,yes,telephone,may,tue,207,4,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13415,35,technician,single,university.degree,no,no,no,cellular,may,tue,183,6,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13416,35,blue-collar,married,basic.9y,no,yes,yes,cellular,may,tue,100,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13417,48,management,married,basic.9y,no,yes,yes,cellular,may,tue,955,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,yes
13418,34,admin.,single,university.degree,no,no,no,cellular,may,tue,146,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13419,33,blue-collar,married,basic.9y,no,yes,yes,cellular,may,tue,31,4,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13420,35,blue-collar,married,basic.9y,no,no,no,cellular,may,tue,334,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13421,34,admin.,single,university.degree,no,no,no,cellular,may,tue,271,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13422,41,housemaid,married,basic.6y,no,yes,no,cellular,may,tue,223,4,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13423,33,services,married,basic.6y,no,yes,yes,cellular,may,tue,95,4,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13424,28,admin.,single,high.school,no,yes,no,cellular,may,tue,106,4,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13425,48,blue-collar,single,basic.4y,no,yes,no,cellular,may,tue,36,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13426,36,admin.,single,basic.9y,no,yes,no,cellular,may,tue,458,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,yes
13427,29,admin.,single,high.school,no,yes,yes,cellular,may,tue,53,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13428,49,retired,married,basic.4y,unknown,yes,no,cellular,may,tue,148,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13429,49,retired,married,basic.4y,unknown,no,no,cellular,may,tue,179,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13430,28,technician,single,basic.9y,no,no,no,cellular,may,tue,223,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13431,26,services,single,basic.9y,unknown,yes,no,cellular,may,tue,165,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13432,25,technician,married,university.degree,no,yes,no,cellular,may,tue,127,1,12,1,success,-1.8,92.893,-46.2,1.291,5099.1,no
13433,25,technician,married,university.degree,no,no,no,cellular,may,tue,158,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13434,28,technician,single,basic.9y,no,yes,no,cellular,may,tue,409,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,yes
13435,33,technician,single,university.degree,no,yes,no,cellular,may,tue,165,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13436,31,blue-collar,single,basic.9y,no,unknown,unknown,cellular,may,tue,88,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13437,35,admin.,single,university.degree,no,yes,no,cellular,may,tue,536,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13438,29,services,married,high.school,no,yes,yes,cellular,may,tue,380,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13439,32,technician,single,high.school,no,yes,no,cellular,may,tue,1531,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,yes
13440,35,admin.,single,high.school,no,no,no,cellular,may,tue,107,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13441,27,admin.,single,high.school,unknown,yes,no,cellular,may,tue,132,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13442,28,technician,divorced,professional.course,no,yes,no,cellular,may,tue,406,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13443,28,technician,divorced,professional.course,no,no,no,cellular,may,tue,240,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13444,32,admin.,single,high.school,no,no,no,cellular,may,tue,278,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13445,45,admin.,married,high.school,unknown,no,yes,cellular,may,tue,908,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13446,32,admin.,single,university.degree,no,yes,no,cellular,may,tue,706,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13447,57,housemaid,married,basic.4y,unknown,yes,no,cellular,may,tue,215,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13448,31,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,161,5,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13449,51,blue-collar,married,basic.6y,no,yes,no,telephone,may,tue,370,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13450,25,technician,single,professional.course,no,yes,no,cellular,may,tue,157,5,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13451,27,technician,single,professional.course,no,no,no,cellular,may,tue,209,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13452,41,blue-collar,married,basic.6y,unknown,no,no,cellular,may,tue,399,4,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13453,56,admin.,married,university.degree,no,yes,no,cellular,may,tue,1925,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13454,55,blue-collar,married,basic.9y,unknown,no,yes,cellular,may,tue,829,7,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,yes
13455,28,management,married,basic.9y,no,yes,no,cellular,may,tue,328,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13456,55,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,109,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13457,41,blue-collar,married,basic.6y,unknown,no,yes,cellular,may,tue,178,3,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13458,49,entrepreneur,married,university.degree,no,no,no,cellular,may,tue,242,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13459,31,services,single,high.school,no,no,yes,cellular,may,tue,450,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13460,29,technician,single,university.degree,no,yes,yes,cellular,may,tue,485,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13461,28,technician,single,basic.9y,no,yes,no,cellular,may,tue,76,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13462,33,self-employed,married,basic.9y,no,unknown,unknown,cellular,may,tue,328,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13463,37,technician,single,university.degree,no,no,no,cellular,may,tue,289,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13464,31,technician,single,professional.course,no,no,no,cellular,may,tue,163,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13465,47,blue-collar,married,basic.9y,no,no,no,cellular,may,tue,118,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13466,48,admin.,divorced,university.degree,no,no,no,cellular,may,tue,53,9,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13467,22,blue-collar,married,basic.9y,no,unknown,unknown,cellular,may,tue,453,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13468,38,admin.,single,high.school,no,yes,no,cellular,may,tue,324,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13469,28,blue-collar,single,basic.9y,no,yes,yes,cellular,may,tue,637,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,yes
13470,35,admin.,single,basic.9y,no,yes,no,cellular,may,tue,301,3,9,1,success,-1.8,92.893,-46.2,1.291,5099.1,no
13471,43,admin.,single,university.degree,no,no,no,cellular,may,tue,139,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13472,50,blue-collar,married,basic.9y,unknown,no,yes,cellular,may,tue,118,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13473,31,unemployed,married,professional.course,no,yes,no,cellular,may,tue,32,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13474,29,admin.,married,high.school,no,no,no,cellular,may,tue,278,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13475,27,student,single,high.school,no,no,no,cellular,may,tue,112,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13476,30,technician,single,professional.course,no,no,no,telephone,may,tue,34,4,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13477,31,technician,married,professional.course,no,yes,no,cellular,may,tue,80,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13478,43,blue-collar,married,basic.4y,no,no,no,cellular,may,tue,609,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,yes
13479,48,blue-collar,married,basic.9y,no,no,yes,cellular,may,tue,276,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13480,32,blue-collar,married,basic.9y,unknown,no,no,cellular,may,tue,548,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,yes
13481,45,blue-collar,married,basic.6y,no,yes,no,telephone,may,tue,291,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13482,32,management,single,university.degree,no,yes,no,cellular,may,tue,1710,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,yes
13483,27,blue-collar,single,basic.9y,no,yes,no,telephone,may,tue,217,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13484,34,blue-collar,married,basic.9y,no,no,no,cellular,may,tue,192,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13485,40,services,single,high.school,no,yes,no,cellular,may,tue,208,6,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13486,27,technician,single,professional.course,no,no,no,cellular,may,tue,415,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13487,34,technician,married,professional.course,no,no,no,cellular,may,tue,278,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13488,32,management,single,university.degree,unknown,yes,yes,telephone,may,tue,326,3,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13489,44,admin.,divorced,high.school,no,yes,no,cellular,may,tue,173,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13490,34,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,tue,306,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13491,53,technician,married,professional.course,no,no,no,cellular,may,tue,350,5,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13492,39,admin.,married,university.degree,no,no,no,cellular,may,tue,614,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,yes
13493,45,blue-collar,married,basic.4y,no,yes,no,cellular,may,tue,224,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13494,33,technician,divorced,professional.course,no,yes,yes,cellular,may,tue,668,4,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13495,24,admin.,single,high.school,unknown,no,no,telephone,may,tue,748,6,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13496,42,services,married,basic.6y,no,no,no,cellular,may,tue,474,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13497,40,services,single,high.school,no,yes,no,cellular,may,tue,143,4,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13498,57,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,tue,168,4,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13499,43,blue-collar,married,basic.4y,no,yes,yes,cellular,may,tue,317,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13500,34,admin.,married,high.school,no,yes,no,cellular,may,tue,106,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13501,27,technician,married,professional.course,no,no,no,cellular,may,tue,234,6,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13502,27,blue-collar,married,basic.4y,no,no,no,cellular,may,tue,314,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13503,41,blue-collar,married,basic.6y,no,no,no,cellular,may,tue,897,4,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,yes
13504,31,services,married,high.school,no,yes,no,cellular,may,tue,398,6,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,yes
13505,33,technician,single,professional.course,no,yes,no,telephone,may,tue,422,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13506,49,technician,divorced,professional.course,no,yes,no,cellular,may,tue,130,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13507,34,technician,single,university.degree,no,no,no,cellular,may,tue,61,4,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13508,32,services,married,high.school,no,no,no,cellular,may,tue,863,4,1,2,success,-1.8,92.893,-46.2,1.291,5099.1,yes
13509,35,admin.,single,university.degree,no,yes,no,cellular,may,tue,255,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13510,35,blue-collar,single,high.school,no,yes,yes,cellular,may,tue,259,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13511,29,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,29,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13512,31,services,single,high.school,no,yes,no,cellular,may,tue,750,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,yes
13513,38,blue-collar,married,basic.6y,no,no,yes,cellular,may,tue,306,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13514,33,blue-collar,single,basic.4y,no,yes,no,cellular,may,tue,266,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13515,51,blue-collar,divorced,basic.4y,no,yes,no,cellular,may,tue,314,4,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13516,30,student,single,university.degree,no,yes,no,cellular,may,tue,775,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,yes
13517,32,technician,single,university.degree,no,yes,yes,cellular,may,tue,181,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13518,28,services,single,high.school,no,yes,no,cellular,may,tue,178,4,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13519,32,technician,single,university.degree,unknown,yes,no,cellular,may,tue,254,4,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13520,34,housemaid,single,high.school,no,no,no,cellular,may,tue,351,7,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13521,38,admin.,married,high.school,no,yes,yes,cellular,may,tue,373,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13522,35,blue-collar,married,high.school,no,no,no,cellular,may,tue,180,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13523,28,student,single,university.degree,unknown,no,no,cellular,may,tue,135,4,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13524,59,housemaid,divorced,basic.6y,unknown,yes,no,cellular,may,tue,216,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13525,36,blue-collar,married,unknown,no,yes,no,cellular,may,tue,86,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13526,36,blue-collar,single,university.degree,no,yes,no,cellular,may,tue,85,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13527,32,entrepreneur,married,high.school,no,yes,no,cellular,may,tue,325,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13528,38,admin.,divorced,university.degree,no,no,no,cellular,may,tue,187,4,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13529,32,blue-collar,married,basic.4y,no,no,no,cellular,may,tue,463,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13530,27,services,married,basic.6y,no,no,no,cellular,may,tue,142,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13531,35,blue-collar,married,basic.9y,no,no,no,cellular,may,tue,280,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13532,31,services,single,high.school,no,yes,no,cellular,may,tue,398,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13533,57,retired,divorced,basic.9y,no,yes,no,telephone,may,tue,149,5,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13534,36,services,divorced,basic.9y,no,no,no,cellular,may,tue,191,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13535,28,management,single,university.degree,no,yes,no,cellular,may,tue,193,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13536,36,services,single,high.school,no,yes,no,cellular,may,tue,302,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13537,43,blue-collar,married,basic.9y,no,yes,yes,cellular,may,tue,317,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13538,35,services,divorced,high.school,no,yes,no,cellular,may,tue,211,5,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13539,28,student,single,university.degree,unknown,yes,no,cellular,may,tue,101,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13540,29,services,married,high.school,no,yes,no,cellular,may,tue,172,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13541,37,technician,single,university.degree,no,yes,no,cellular,may,tue,464,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13542,32,blue-collar,single,professional.course,no,no,no,cellular,may,tue,343,6,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13543,30,self-employed,married,professional.course,no,yes,no,cellular,may,tue,98,5,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13544,45,admin.,married,university.degree,no,no,no,cellular,may,tue,198,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13545,32,technician,single,high.school,no,yes,no,cellular,may,tue,361,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13546,27,management,married,university.degree,no,yes,no,telephone,may,tue,345,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13547,33,technician,single,high.school,no,no,no,telephone,may,tue,114,5,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13548,33,technician,divorced,high.school,no,yes,no,cellular,may,tue,210,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13549,38,services,divorced,basic.6y,no,yes,no,telephone,may,tue,556,2,10,1,success,-1.8,92.893,-46.2,1.291,5099.1,yes
13550,32,management,single,professional.course,no,yes,no,cellular,may,tue,68,10,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13551,31,technician,married,professional.course,no,yes,no,cellular,may,tue,239,4,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13552,46,admin.,married,basic.9y,unknown,no,no,cellular,may,tue,349,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13553,33,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,112,4,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13554,46,technician,married,professional.course,no,yes,no,telephone,may,tue,34,4,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13555,49,admin.,divorced,high.school,no,yes,no,cellular,may,tue,181,4,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13556,47,blue-collar,divorced,basic.4y,unknown,no,no,cellular,may,tue,178,3,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13557,32,admin.,single,university.degree,no,yes,no,cellular,may,tue,206,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13558,28,services,single,high.school,no,yes,no,cellular,may,tue,194,4,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13559,32,admin.,single,high.school,no,yes,yes,cellular,may,tue,209,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13560,46,management,married,high.school,unknown,no,no,cellular,may,tue,692,4,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13561,46,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,210,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
13562,54,blue-collar,married,basic.4y,no,no,no,telephone,may,tue,206,6,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
13563,48,admin.,divorced,university.degree,no,no,no,telephone,may,tue,355,5,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
